data_document_id,data_document_filename,prod_name,doc_date,rev_num,raw_category,raw_cas,raw_chem_name,report_funcuse,raw_min_comp,raw_max_comp,unit_type,ingredient_rank,raw_central_comp,component
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,64742-95-6,"solvent naphtha (petroleum), light arom.",,10 , 25,3,1,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,111-76-2,2-butoxyethanol,,10 , 22,3,2,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,64742-94-5,"solvent naphtha, heavy aromatic",,10 , 25,3,3,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,178535-25-6,"benzene, ethylenated, residues, distn. lights",,10 , 25,3,4,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,25551-13-7,trimethylbenzene,,10 , 11,3,5,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,1330-20-7,xylene,,5 , 10,3,6,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,95-63-6,"1,2,4-trimethylbenzene",,5 , 8.8,3,7,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,64742-95-6,"solvent naphtha (petroleum), light arom.",,5 , 10,3,8,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,100-41-4,ethylbenzene,,1 , 3,3,9,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,91-20-3,naphthalene,,1 , 3,3,10,,
1496759,300PTW.pdf,300ptw arctic shield concentrate,05/15/2017,2,fuel additive for diesel and biodiesel fuels.,98-82-8,cumene,,1 , 2.5,3,11,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-95-6,light aromatic petroleum naphtha,,30 , 60,3,1,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,178535-25-6,"benzene, ethylenated, residues, distn. lights",,10 , 30,3,2,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-94-5,"solvent naphtha (petroleum), heavy aromatic",,10 , 30,3,3,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,95-63-6,"1,2,4-trimethylbenzene",,10 , 30,3,4,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,111-76-2,2-butoxyethanol,,5 , 10,3,5,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,1330-20-7,xylene,,5 , 10,3,6,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,102-25-0,"1,3,5-triethylbenzene",,1,5,3,7,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,100-41-4,ethylbenzene,,1,5,3,8,,
1496760,300ULSW.pdf,300 ulsw arctic shield + ultra low sulfur,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,91-20-3,naphthalene,,1,5,3,9,,
1496761,301.pdf,301 tank dry,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,111-76-2,2-butoxyethanol,,60 , 100,3,1,,
1496761,301.pdf,301 tank dry,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,67-56-1,methanol,,10 , 30,3,2,,
1496761,301.pdf,301 tank dry,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,100-41-4,ethylbenzene,,0.1 , 1,3,3,,
1496762,308.pdf,308 moly dri-plate,12/15/2014,1,dry film lubricant.,79-20-9,methyl acetate,,30 , 60,3,1,,
1496762,308.pdf,308 moly dri-plate,12/15/2014,1,dry film lubricant.,67-63-0,isopropyl alcohol,,30 , 60,3,2,,
1496763,311.pdf,311 synkool ss,06/15/2015,1,metalworking fluid.,4719-04-4,"2,2',2""-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol",,1,5,3,1,,
1496763,311.pdf,311 synkool ss,06/15/2015,1,metalworking fluid.,3811-73-2,"pyridine-2-thiol 1-oxide, sodium salt",,0.1 , 1,3,2,,
1496764,315.pdf,315 simplex torque converter fluid,01/15/2015,1,multi-functional tractor hydraulic transmission oil.,,base oil(s)(*),,60 , 100,3,1,,
1496764,315.pdf,315 simplex torque converter fluid,01/15/2015,1,multi-functional tractor hydraulic transmission oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496764,315.pdf,315 simplex torque converter fluid,01/15/2015,1,multi-functional tractor hydraulic transmission oil.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496764,315.pdf,315 simplex torque converter fluid,01/15/2015,1,multi-functional tractor hydraulic transmission oil.,101-02-0,triphenyl phosphite,,0.1 , 1,3,4,,
1496765,315LV.pdf,315lv simplex supreme low vis,10/25/2017,1,multi-functional tractor hydraulic transmission oil.,,base oil(s)(*),,60 , 100,3,1,,
1496765,315LV.pdf,315lv simplex supreme low vis,10/25/2017,1,multi-functional tractor hydraulic transmission oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496765,315LV.pdf,315lv simplex supreme low vis,10/25/2017,1,multi-functional tractor hydraulic transmission oil.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496765,315LV.pdf,315lv simplex supreme low vis,10/25/2017,1,multi-functional tractor hydraulic transmission oil.,101-02-0,triphenyl phosphite,,0.1 , 1,3,4,,
1496766,317.pdf,317 kleen burn,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-95-6,light aromatic petroleum naphtha,,60 , 100,3,1,,
1496766,317.pdf,317 kleen burn,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,95-63-6,"1,2,4-trimethylbenzene",,10 , 30,3,2,,
1496766,317.pdf,317 kleen burn,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-94-5,"solvent naphtha (petroleum), heavy aromatic",,10 , 30,3,3,,
1496766,317.pdf,317 kleen burn,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,1330-20-7,xylene,,1,5,3,4,,
1496766,317.pdf,317 kleen burn,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,91-20-3,naphthalene,,1,5,3,5,,
1496767,319.pdf,319 moly hi-visc boom lube,05/15/2016,3,aerosol product for lubricating crane booms and other telescoping surfaces.,110-54-3,n-hexane,,25 , 50,3,1,,
1496768,324.pdf,324 spindle oil iso 10 and 22,04/15/2015,1,petroleum base spindle oil,,base oil(s)(*),,60,100,3,1,,
1496768,324.pdf,324 spindle oil iso 10 and 22,04/15/2015,1,petroleum base spindle oil,128-39-2,"2,6-di-tert butylphenol",,0.1,1,3,2,,
1496768,324.pdf,324 spindle oil iso 10 and 22,04/15/2015,1,petroleum base spindle oil,64742-53-6,"distillates (petroleum), hydrotreated light naphthenic",,30,40,3,3,,
1496768,324.pdf,324 spindle oil iso 10 and 22,04/15/2015,1,petroleum base spindle oil,64742-47-8,"distillates (petroleum), hydrotreated light",,2,8,3,4,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,1300-72-7,sodium xylenesulphonate,,10 , <25,3,1,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,141-43-5,2-aminoethanol,,10 , <13,3,2,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,68439-45-2,"alcohols, c6-12, ethoxylated",,3 , <5,3,3,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,64-02-8,tetrasodium edta,,3 , <5,3,4,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,27176-87-0,dodecylbenzenesulphonic acid,,3 , <5,3,5,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,5131-66-8,3-butoxypropan-2-ol,,3 , <5,3,6,,
1496769,332.pdf,332 turbo red cleaner concentrate,09/15/2015,1,concentrated detergent.,122-99-6,2-phenoxyethanol,,3 , <5,3,7,,
1496770,350.pdf,350 crete crusher,02/15/2016,1,cleaning/washing agent to remove concrete.,79-14-1,glycolic acid,,10 , 25,3,1,,
1496771,359.pdf,359 shaker slick,06/15/2015,1,water soluble lubricant for use with automatic lube systems on nut and fruit harvesting equipment to prevent tree de- barking.,63148-62-9,"siloxanes and silicones, di-me",,5 , 10,3,1,,
1496771,359.pdf,359 shaker slick,06/15/2015,1,water soluble lubricant for use with automatic lube systems on nut and fruit harvesting equipment to prevent tree de- barking.,9016-45-9,"nonylphenol, ethoxylated",,1,5,3,2,,
1496771,359.pdf,359 shaker slick,06/15/2015,1,water soluble lubricant for use with automatic lube systems on nut and fruit harvesting equipment to prevent tree de- barking.,1310-73-2,sodium hydroxide,,0.1 , 1,3,3,,
1496772,4002.pdf,4002 bed release agent,06/15/2015,1,release agent for asphalt truck beds.,,base oil(s)(*),,60 , 100,3,1,,
1496772,4002.pdf,4002 bed release agent,06/15/2015,1,release agent for asphalt truck beds.,127087-87-0,"4-nonylphenol, branched, ethoxylated",,5 , 10,3,2,,
1496772,4002.pdf,4002 bed release agent,06/15/2015,1,release agent for asphalt truck beds.,8028-48-6,"orange, sweet, ext.",,1,5,3,3,,
1496772,4002.pdf,4002 bed release agent,06/15/2015,1,release agent for asphalt truck beds.,94266-47-4,"citrus, ext.",,1,5,3,4,,
1496773,4009.pdf,4009 super slick,05/14/2015,1,soy-based asphalt release agent.,61790-16-7,"soybean oil, sulfated, sodium salt",,60,100,3,1,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,,base oil(s)(*),,5 , 10,3,1,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,8002-26-4,tall oil,,5 , 10,3,2,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,102-71-6,"2,2',2''-nitrilotriethanol",,3 , 5,3,3,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,69227-22-1,"alcohols, c10-16, ethoxylated propoxylated",,3 , 5,3,4,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,4500-29-2,"2,2'-(cyclohexylimino)bisethanol",,3 , 5,3,5,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,141-43-5,2-aminoethanol,,1 , 3,3,6,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,68608-26-4,"sulfonic acids, petroleum, sodium salts",,1 , 3,3,7,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,10043-35-3,boric acid,,1 , 3,3,8,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,3960-05-2,"hexahydro-1,3,5-tris(3-methoxypropyl)-1,3,5-triazine",,1 , 2.5,3,9,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,67701-22-8,"fatty acids, tall-oil, compds. with isopropanolamine",,1 , 3,3,10,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,9036-19-5,"poly(oxy-1,2-ethanediyl), -[(1,1,3,3-tetramethylbutyl)phenyl]--hydroxy-",,1 , 3,3,11,,
1496774,411.pdf,411 maxkool ss,03/15/2015,1,all purpose synthetic metal working fluid.,55406-53-6,3-iodo-2-propynyl butylcarbamate,,,,3,12,0.3,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,64742-52-5,"distillates (petroleum), hydrotreated heavy naphthenic",,10 , 30,3,1,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,8002-26-4,tall oil,,5 , 10,3,2,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,-,focus ester 603,,1,5,3,3,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,68155-20-4,"amides, tall-oil fatty, n,n-bis(hydroxyethyl)",,1,5,3,4,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,102-71-6,"2,2',2''-nitrilotriethanol",,1,5,3,5,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,4500-29-2,"2,2'-(cyclohexylimino)bisethanol",,1,5,3,6,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,68608-26-4,"sulfonic acids, petroleum, sodium salts",,1,5,3,7,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,25496-72-4,"oleic acid, monoester with glycerol",,1,5,3,8,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,10043-35-3,boric acid,,1,5,3,9,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,69227-22-1,"alcohols, c10-16, ethoxylated propoxylated",,1,5,3,10,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,141-43-5,2-aminoethanol,,1,5,3,11,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,3960-05-2,"hexahydro-1,3,5-tris(3-methoxypropyl)-1,3,5-triazine",,1,5,3,12,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,9036-19-5,"glycols, polyethylene, mono((1,1,3,3-tetramethylbutyl)phenyl) ether",,0.1 , 1,3,13,,
1496775,412.pdf,412 tap shield,12/15/2015,1,concentrated metalworking lubricant.,55406-53-6,3-iodo-2-propynyl butylcarbamate,,0.1 , 1,3,14,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,,base oil(s)(*),,10 , 30,3,1,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,8002-26-4,tall oil,,5 , 10,3,2,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,141-43-5,2-aminoethanol,,3 , 4,3,3,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,4500-29-2,"2,2'-(cyclohexylimino)bisethanol",,1 , 3,3,4,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,102-71-6,"2,2',2''-nitrilotriethanol",,1 , 3,3,5,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,3960-05-2,"hexahydro-1,3,5-tris(3-methoxypropyl)-1,3,5-triazine",,1 , 2,3,6,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,10043-35-3,boric acid,,1 , 3,3,7,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,25496-72-4,"oleic acid, monoester with glycerol",,1 , 3,3,8,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,69227-22-1,"alcohols, c10-16, ethoxylated propoxylated",,1 , 3,3,9,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,9036-19-5,"poly(oxy-1,2-ethanediyl), -[(1,1,3,3-tetramethylbutyl)phenyl]--hydroxy-",,1 , 3,3,10,,
1496776,414.pdf,414 maxkool ultra,03/15/2016,1,heavy duty semi-synthetic metalworking fluid.,55406-53-6,3-iodo-2-propynyl butylcarbamate,,,,3,11,0.3,
1496777,450.pdf,"450 food grade h-1 hi-temp chain lube iso 15, 150, and 220",06/15/2015,1,for use as a lubricant on all types of high temperature oven chains that are exposed to temperatures up to 600f.,9003-29-6,"butene, homopolymer",,30 , 60,3,1,,
1496778,500.pdf,500 eco 5000 15w-40,10/15/2014,1,"re-refined, heavy duty diesel engine oil.",,base oil(s)(*),,10 , 30,3,1,,
1496778,500.pdf,500 eco 5000 15w-40,10/15/2014,1,"re-refined, heavy duty diesel engine oil.",68037-01-4,"1-decene, homopolymer, hydrogenated",,5 , 10,3,2,,
1496778,500.pdf,500 eco 5000 15w-40,10/15/2014,1,"re-refined, heavy duty diesel engine oil.",68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496778,500.pdf,500 eco 5000 15w-40,10/15/2014,1,"re-refined, heavy duty diesel engine oil.",94270-86-7,"1h-benzotriazole-1-methanamine, n,n-bis(2-ethylhexyl)-ar-methyl-",,0.1 , 1,3,4,,
1496780,512.pdf,"512 ecoshield biodegradable hydraulic oil iso 32, 46 and 68",08/15/2017,1,biodegradable hydraulic fluid.,57675-44-2,"2-ethyl-2-[[(1-oxooleyl)oxy]methyl]-1,3-propanediyl dioleate",,10 , <25,3,1,,
1496781,515.pdf,515 ecoshield biodegradable simplex uthf,06/15/2015,1,biodegradable universal tractor transmission hydraulic fluid.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,1,,
1496781,515.pdf,515 ecoshield biodegradable simplex uthf,06/15/2015,1,biodegradable universal tractor transmission hydraulic fluid.,,base oil(s)(*),,1,5,3,2,,
1496781,515.pdf,515 ecoshield biodegradable simplex uthf,06/15/2015,1,biodegradable universal tractor transmission hydraulic fluid.,64742-53-6,"distillates (petroleum), hydrotreated light naphthenic",,1,5,3,3,,
1496781,515.pdf,515 ecoshield biodegradable simplex uthf,06/15/2015,1,biodegradable universal tractor transmission hydraulic fluid.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,4,,
1496781,515.pdf,515 ecoshield biodegradable simplex uthf,06/15/2015,1,biodegradable universal tractor transmission hydraulic fluid.,101-02-0,triphenyl phosphite,,0.1 , 1,3,5,,
1496782,527.pdf,527 ecoshield biodegradable ep rock drill oil iso 100 and 220,06/15/2015,1,biodegradable extreme pressure rock drill oil.,127087-87-0,"4-nonylphenol, branched, ethoxylated",,1,5,3,1,,
1496782,527.pdf,527 ecoshield biodegradable ep rock drill oil iso 100 and 220,06/15/2015,1,biodegradable extreme pressure rock drill oil.,-,long-chain alkyl amine,,0.1 , 1,3,2,,
1496782,527.pdf,527 ecoshield biodegradable ep rock drill oil iso 100 and 220,06/15/2015,1,biodegradable extreme pressure rock drill oil.,-,long-chain alkenyl amine,,0.1 , 1,3,3,,
1496783,529.pdf,529 ecoshield biodegradable grease nlgi 2,04/15/2015,1,biodegradable extreme pressure lubricating grease.,108-32-7,propylene carbonate,,1,5,3,1,,
1496783,529.pdf,529 ecoshield biodegradable grease nlgi 2,04/15/2015,1,biodegradable extreme pressure lubricating grease.,125643-61-0,"reaction mass of isomers of: c7-9-alkyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate",,0.1 , 1,3,2,,
1496783,529.pdf,529 ecoshield biodegradable grease nlgi 2,04/15/2015,1,biodegradable extreme pressure lubricating grease.,68515-88-8,"pentene, 2,4,4-trimethyl-, sulfurized",,0.1 , 1,3,3,,
1496783,529.pdf,529 ecoshield biodegradable grease nlgi 2,04/15/2015,1,biodegradable extreme pressure lubricating grease.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,4,,
1496784,567.pdf,"567 ecoshield biodegradable ep gear oil iso 150, 220, and 320",05/15/2018,2,biodegradable extreme pressure gear lubricant for industrial gearing.,68955-53-3,"amines, c12-14-tert-alkyl",,,,3,1,0.3,
1496784,567.pdf,"567 ecoshield biodegradable ep gear oil iso 150, 220, and 320",05/15/2018,2,biodegradable extreme pressure gear lubricant for industrial gearing.,112-90-3,(z)-octadec-9-enylamine,,,,3,2,0.1,
1496785,593.pdf,"593 ecoshield biodegradable non-ep gear oil iso 150, 220, and 320",06/27/2018,1,biodegradable non-ep gear oil,57675-44-2,"2-ethyl-2-[[(1-oxooleyl)oxy]methyl]-1,3-propanediyl dioleate",,10 , <25,3,1,,
1496786,6000.pdf,6000 synshield max mpg 10w-30,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496786,6000.pdf,6000 synshield max mpg 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 21,3,2,,
1496786,6000.pdf,6000 synshield max mpg 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496787,611.pdf,611 machine kleen,03/15/2016,1,alkaline cleaner that removes oils and contaminants without residue.,6834-92-0,disodium metasilicate,,5 , 10,3,1,,
1496787,611.pdf,611 machine kleen,03/15/2016,1,alkaline cleaner that removes oils and contaminants without residue.,66057-30-5,"poly(oxy-1,2-ethanediyl), -phosphono--(methylphenoxy)-, dipotassium salt",,1 , 3,3,2,,
1496788,620.pdf,620 synquench,01/04/2018,1,polyol ester based fire resistant hydraulic fluid and air compressor oil.,,,,,,,,,
1496789,700.pdf,700 synshield durability advantage 15w-40,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496789,700.pdf,700 synshield durability advantage 15w-40,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 21,3,2,,
1496789,700.pdf,700 synshield durability advantage 15w-40,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496790,701.pdf,701 supreme 7000 synthetic plus 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,,base oil(s) (*),,30 , 60,3,1,,
1496790,701.pdf,701 supreme 7000 synthetic plus 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 30,3,2,,
1496791,702.pdf,"702 supreme 7000 synthetic plus sae 10, 30, 40 & 50",10/15/2014,1,heavy-duty engine oil for diesel powered vehicles.,,base oil(s)(*),,60 , 100,3,1,,
1496791,702.pdf,"702 supreme 7000 synthetic plus sae 10, 30, 40 & 50",10/15/2014,1,heavy-duty engine oil for diesel powered vehicles.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496791,702.pdf,"702 supreme 7000 synthetic plus sae 10, 30, 40 & 50",10/15/2014,1,heavy-duty engine oil for diesel powered vehicles.,84605-29-8,"phosphorodithioic acid, mixed o,o-bis(1,3-dimethylbutyl and iso-pr) esters, zinc salts",,1,5,3,3,,
1496792,703.pdf,701 supreme 7000 synthetic plus 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,,base oil(s) (*),,30 , 60,3,1,,
1496792,703.pdf,701 supreme 7000 synthetic plus 5w-30,10/15/2018,2,engine oil for gasoline powered vehicles.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 30,3,2,,
1496793,705.pdf,705 supreme 7000 synthetic plus racing oil 20w-50,10/15/2014,1,engine oil for high performance gasoline vehicles.,,base oil(s)(*),,10 , 30,3,1,,
1496794,706.pdf,706 supreme 7000 synthetic plus 2-cycle,12/15/2014,1,"water cooled, two cycle engine oil.",,base oil(s)(*),,10 , 30,3,1,,
1496794,706.pdf,706 supreme 7000 synthetic plus 2-cycle,12/15/2014,1,"water cooled, two cycle engine oil.",64742-88-7,"solvent naphtha (petroleum), medium aliph.",,10 , 30,3,2,,
1496794,706.pdf,706 supreme 7000 synthetic plus 2-cycle,12/15/2014,1,"water cooled, two cycle engine oil.",68037-01-4,"1-decene, homopolymer, hydrogenated",,5 , 10,3,3,,
1496795,707.pdf,707 extreme v-twin synthetic plus racing oil 20w-50,10/15/2014,1,engine oil for high performance gasoline vehicles.,,base oil(s)(*),,10 , 30,3,1,,
1496796,708.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496796,708.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496796,708.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496796,708.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,94270-86-7,"1h-benzotriazole-1-methanamine, n,n-bis(2-ethylhexyl)-ar-methyl-",,0.1 , 1,3,4,,
1496797,709.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496797,709.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , 30,3,2,,
1496797,709.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,68649-42-3,zinc alkyldithiophosphate,,1,5,3,3,,
1496797,709.pdf,708 supreme 7000 synthetic plus racing oil 15w-40,12/15/2014,1,gasoline and light-duty diesel racing engine oil.,94270-86-7,"1h-benzotriazole-1-methanamine, n,n-bis(2-ethylhexyl)-ar-methyl-",,0.1 , 1,3,4,,
1496798,711.pdf,711 synshield otr plus 10w-30,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496798,711.pdf,711 synshield otr plus 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 21,3,2,,
1496798,711.pdf,711 synshield otr plus 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496799,721.pdf,721 rustender,08/19/2015,1,industrial corrosion remover,,,,,,,,,
1496800,722.pdf,722 synshield ultra performance 10w-30,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
1496800,722.pdf,722 synshield ultra performance 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 21,3,2,,
1496800,722.pdf,722 synshield ultra performance 10w-30,01/15/2017,2,heavy duty diesel engine oil.,68649-42-3,"phosphorodithioic acid, o,o-di-c1-14-alkyl esters, zinc salts",,1 , <2.5,3,3,,
1496801,723.pdf,723 synshield ultra performance 5w-30,01/15/2017,2,heavy duty diesel engine oil.,,base oil(s)(*),,30 , 60,3,1,,
